Date           ,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
23-07-2024,8.37.00 PM,CNR3989026336,Canceled by Driver,CID739527,Auto,Marathahalli,MG Road,NA,NA,NA,Personal & Car related issue,NA,NA,963,NA,0,0,0
23-07-2024,8.20.00 AM,CNR7947752424,Canceled by Driver,CID312192,Bike,Rajajinagar,Ramamurthy Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,1869,NA,0,0,0
27-07-2024,7.59.00 PM,CNR5515574345,Success,CID646862,Prime SUV,Cox Town,HSR Layout,70,40,NA,NA,No,NA,918,UPI,9,4.4,3.5
25-07-2024,2.15.00 PM,CNR5193789377,Success,CID554587,Auto,Majestic,Majestic,35,60,NA,NA,No,NA,134,UPI,16,4.9,4.4
05-07-2024,4.32.00 AM,CNR6987923530,Success,CID701686,Prime Plus,Chickpet,Bellandur,56,125,NA,NA,No,NA,345,UPI,21,3.6,3.6
07-07-2024,12.18.00 PM,CNR1447068216,Success,CID670988,Prime Plus,Chamarajpet,Hennur,231,140,NA,NA,No,NA,924,UPI,30,4.8,3.6
23-07-2024,7.32.00 AM,CNR2862815650,Success,CID149705,eBike,Nagarbhavi,Sarjapur Road,49,35,NA,NA,No,NA,373,Cash,11,4.7,4.7
05-07-2024,10.04.00 AM,CNR7792061159,Success,CID171490,Mini,Varthur,Nagarbhavi,91,65,NA,NA,No,NA,375,Cash,29,4,4.4
25-07-2024,2.26.00 AM,CNR9039416911,Success,CID491409,Mini,Rajarajeshwari Nagar,Hennur,56,45,NA,NA,No,NA,268,Cash,7,4.5,3.6
22-07-2024,4.33.00 PM,CNR5793649611,Success,CID282183,Auto,Hosur Road,JP Nagar,91,65,NA,NA,No,NA,519,Cash,2,3.5,4.3
13-07-2024,4.51.00 AM,CNR6854201913,Success,CID467155,Bike,Majestic,Langford Town,126,60,NA,NA,No,NA,141,Cash,12,3.6,3.8
08-07-2024,10.46.00 PM,CNR7087492547,Success,CID951895,Bike,RT Nagar,JP Nagar,308,85,NA,NA,No,NA,186,UPI,38,4.1,3.8
03-07-2024,7.49.00 AM,CNR4143470815,Success,CID111601,Prime Sedan,Langford Town,Langford Town,301,140,NA,NA,No,NA,982,Cash,16,4.3,4.7
12-07-2024,2.23.00 AM,CNR8792365083,Canceled by Driver,CID462303,Prime Plus,Shivajinagar,JP Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,218,NA,0,0,0
13-07-2024,3.11.00 AM,CNR4160637846,Success,CID955988,Mini,Shantinagar,Magadi Road,98,30,NA,NA,No,NA,803,Cash,14,3.5,4.8
05-07-2024,12.00.00 PM,CNR4730462346,Success,CID715681,Prime Sedan,Hebbal,Jayanagar,168,45,NA,NA,No,NA,389,Credit Card,46,3.1,3.8
20-07-2024,5.31.00 AM,CNR3717381634,Canceled by Driver,CID384320,eBike,Nagarbhavi,RT Nagar,NA,NA,NA,More than permitted people in there,NA,NA,135,NA,0,0,0
12-07-2024,6.01.00 PM,CNR3417502965,Success,CID424602,eBike,Sarjapur Road,Bannerghatta Road,147,35,NA,NA,No,NA,432,UPI,5,4.9,4.3
22-07-2024,11.16.00 PM,CNR3600939753,Success,CID882123,Bike,Devanahalli,Yeshwanthpur,294,45,NA,NA,No,NA,424,Cash,14,4.4,4.2
18-07-2024,9.49.00 PM,CNR5181746297,Canceled by Customer,CID305943,Mini,Chamarajpet,BTM Layout,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,1866,NA,0,0,0
09-07-2024,3.32.00 AM,CNR6672329764,Success,CID695232,Prime SUV,Kengeri,Majestic,70,55,NA,NA,No,NA,2981,Cash,14,3,4.7
08-07-2024,1.42.00 PM,CNR8934509053,Success,CID998400,Bike,Hosur Road,Malleshwaram,189,110,NA,NA,No,NA,719,Cash,27,3.9,3.7
13-07-2024,10.27.00 AM,CNR7734309821,Canceled by Customer,CID545024,eBike,Electronic City,Hosur Road,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,499,NA,0,0,0
05-07-2024,10.03.00 AM,CNR3264754489,Driver Not Found,CID960832,eBike,Bellandur,MG Road,NA,NA,NA,NA,NA,NA,454,NA,0,0,0
02-07-2024,2.04.00 PM,CNR6354004178,Success,CID112187,Prime SUV,Shantinagar,Kammanahalli,56,105,NA,NA,No,NA,242,UPI,44,4.4,4.8
22-07-2024,9.53.00 PM,CNR4658965953,Success,CID197262,Mini,KR Puram,Shivajinagar,126,140,NA,NA,No,NA,663,Cash,15,4.5,5
10-07-2024,11.06.00 PM,CNR7296216469,Success,CID124038,Mini,Sarjapur Road,Padmanabhanagar,147,135,NA,NA,Yes,Customer Demand,442,Cash,43,3.5,5
07-07-2024,6.49.00 PM,CNR1027785146,Canceled by Driver,CID465899,Auto,Hennur,HSR Layout,NA,NA,NA,Personal & Car related issue,NA,NA,454,NA,0,0,0
10-07-2024,1.18.00 PM,CNR6293456759,Driver Not Found,CID993583,Prime Plus,Yelahanka,Whitefield,NA,NA,NA,NA,NA,NA,192,NA,0,0,0
13-07-2024,3.00.00 PM,CNR7895473510,Success,CID573911,Auto,Electronic City,Vijayanagar,210,125,NA,NA,No,NA,253,Cash,9,4,3
08-07-2024,7.56.00 AM,CNR4112350664,Success,CID723639,Prime SUV,Hulimavu,Banashankari,287,95,NA,NA,No,NA,446,Cash,14,4.6,3.1
12-07-2024,11.51.00 PM,CNR9735730132,Driver Not Found,CID400089,Prime Plus,Basavanagudi,Richmond Town,NA,NA,NA,NA,NA,NA,345,NA,0,0,0
20-07-2024,11.13.00 PM,CNR7765648208,Success,CID804711,Auto,Rajajinagar,Chickpet,259,115,NA,NA,No,NA,361,Cash,13,3.2,3.4
22-07-2024,2.53.00 PM,CNR5848221847,Canceled by Customer,CID684645,Mini,Kammanahalli,Majestic,NA,NA,Wrong Address,NA,NA,NA,418,NA,0,0,0
29-07-2024,11.56.00 PM,CNR7431340936,Driver Not Found,CID875801,Mini,Peenya,Tumkur Road,NA,NA,NA,NA,NA,NA,475,NA,0,0,0
23-07-2024,10.50.00 PM,CNR2569160184,Canceled by Driver,CID229671,Bike,Padmanabhanagar,Hosur Road,NA,NA,NA,Customer related issue,NA,NA,370,NA,0,0,0
28-07-2024,7.10.00 PM,CNR6294714720,Canceled by Customer,CID847706,eBike,Whitefield,Hennur,NA,NA,Driver asked to cancel,NA,NA,NA,291,NA,0,0,0
04-07-2024,4.33.00 PM,CNR9556051787,Success,CID124602,Prime Plus,Kadugodi,Magadi Road,308,115,NA,NA,No,NA,283,Cash,2,3.3,3.1
21-07-2024,2.10.00 AM,CNR3151562230,Success,CID864144,Prime Plus,Koramangala,Yelahanka,182,145,NA,NA,Yes,Vehicle Breakdown,105,UPI,16,4.9,3.4
28-07-2024,3.18.00 AM,CNR3888627336,Success,CID101545,Mini,Basavanagudi,Marathahalli,259,75,NA,NA,No,NA,1918,Cash,38,3.4,4.3
30-07-2024,11.11.00 PM,CNR6536563208,Success,CID527863,Mini,Chamarajpet,Indiranagar,105,100,NA,NA,No,NA,412,Cash,22,3.9,3.4
21-07-2024,7.48.00 PM,CNR9221369404,Success,CID153868,Prime SUV,Sahakar Nagar,Kengeri,175,115,NA,NA,No,NA,110,Cash,3,4.4,3.9
28-07-2024,9.39.00 AM,CNR5701220733,Canceled by Driver,CID917125,Prime SUV,Rajajinagar,Chickpet,NA,NA,NA,More than permitted people in there,NA,NA,294,NA,0,0,0
10-07-2024,9.55.00 AM,CNR7419458512,Success,CID542417,Prime SUV,Shantinagar,Marathahalli,252,70,NA,NA,No,NA,571,UPI,28,3.9,3
02-07-2024,9.51.00 PM,CNR7587397053,Canceled by Driver,CID462242,Mini,JP Nagar,Rajarajeshwari Nagar,NA,NA,NA,Customer related issue,NA,NA,187,NA,0,0,0
03-07-2024,12.06.00 AM,CNR6987499296,Success,CID819742,Prime Plus,Padmanabhanagar,Rajajinagar,63,60,NA,NA,No,NA,364,Cash,15,3.3,4
21-07-2024,8.54.00 AM,CNR4029323577,Success,CID970067,eBike,Langford Town,Vijayanagar,161,65,NA,NA,No,NA,241,Cash,30,4.5,4
23-07-2024,12.45.00 AM,CNR6398804130,Success,CID506447,Prime SUV,Hebbal,Frazer Town,245,70,NA,NA,No,NA,290,UPI,39,3.8,3.3
10-07-2024,6.45.00 PM,CNR5457171323,Success,CID324049,Mini,Hulimavu,Rajarajeshwari Nagar,224,65,NA,NA,No,NA,915,Cash,22,4.6,3.5
30-07-2024,8.47.00 PM,CNR9662064828,Canceled by Customer,CID989204,eBike,Yelahanka,MG Road,NA,NA,Driver asked to cancel,NA,NA,NA,746,NA,0,0,0
08-07-2024,10.02.00 AM,CNR3107498077,Driver Not Found,CID950406,eBike,Bannerghatta Road,Shantinagar,NA,NA,NA,NA,NA,NA,427,NA,0,0,0
01-07-2024,9.53.00 PM,CNR3952732444,Success,CID452123,Prime Plus,RT Nagar,Bannerghatta Road,42,75,NA,NA,No,NA,409,Cash,7,3.1,4.9
20-07-2024,6.22.00 AM,CNR5777910597,Canceled by Driver,CID663872,Prime SUV,JP Nagar,Shantinagar,NA,NA,NA,More than permitted people in there,NA,NA,898,NA,0,0,0
02-07-2024,3.52.00 AM,CNR2991513181,Success,CID992348,Auto,Hennur,Padmanabhanagar,175,95,NA,NA,No,NA,305,Cash,2,3.7,3.9
11-07-2024,7.57.00 AM,CNR5940757396,Canceled by Customer,CID700861,Mini,JP Nagar,KR Puram,NA,NA,Change of plans,NA,NA,NA,2501,NA,0,0,0
06-07-2024,6.51.00 AM,CNR7375877575,Success,CID348054,Prime Plus,JP Nagar,Mysore Road,112,110,NA,NA,No,NA,2926,UPI,43,4.5,4.1
16-07-2024,9.19.00 PM,CNR1872080690,Canceled by Driver,CID691524,Auto,Banashankari,Kengeri,NA,NA,NA,Customer related issue,NA,NA,463,NA,0,0,0
07-07-2024,6.50.00 PM,CNR8442827020,Success,CID478385,Auto,Kammanahalli,BTM Layout,133,130,NA,NA,No,NA,717,Cash,16,3.7,3.7
13-07-2024,2.03.00 AM,CNR8692201198,Success,CID842293,Prime SUV,BTM Layout,Richmond Town,42,40,NA,NA,No,NA,214,UPI,17,4.1,3.5
19-07-2024,1.05.00 AM,CNR3016403523,Success,CID800910,Mini,Bellandur,Peenya,161,100,NA,NA,No,NA,434,UPI,35,3.4,4.9
20-07-2024,3.01.00 AM,CNR1593407677,Success,CID142070,Mini,Banashankari,Bellandur,210,145,NA,NA,No,NA,318,UPI,49,4.7,3.3
25-07-2024,6.31.00 AM,CNR4313471304,Driver Not Found,CID217346,Prime Plus,Langford Town,Cox Town,NA,NA,NA,NA,NA,NA,247,NA,0,0,0
13-07-2024,9.48.00 PM,CNR4050153436,Success,CID448471,Prime Sedan,Bellandur,Kengeri,175,70,NA,NA,No,NA,207,Cash,17,3.4,3.3
30-07-2024,11.36.00 AM,CNR8141621703,Success,CID461730,eBike,Electronic City,Langford Town,287,125,NA,NA,No,NA,172,Cash,36,3.5,3.5
23-07-2024,11.05.00 AM,CNR1852330795,Success,CID756591,Prime Plus,Hulimavu,Yelahanka,301,100,NA,NA,No,NA,108,Cash,40,3.3,4.9
10-07-2024,7.56.00 AM,CNR3515016228,Success,CID717188,Prime Sedan,Marathahalli,Hulimavu,259,80,NA,NA,Yes,Vehicle Breakdown,230,Cash,35,4.6,4.9
21-07-2024,4.55.00 PM,CNR6664390913,Success,CID894563,Mini,Chickpet,Chickpet,77,145,NA,NA,No,NA,391,UPI,37,3.5,4.9
05-07-2024,7.28.00 AM,CNR5020910140,Canceled by Customer,CID973188,eBike,Shivajinagar,Yelahanka,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,189,NA,0,0,0
24-07-2024,12.34.00 PM,CNR2303900695,Success,CID655347,Prime SUV,Chickpet,Sarjapur Road,35,145,NA,NA,No,NA,355,Cash,40,4.5,3.9
26-07-2024,6.36.00 PM,CNR7089337616,Success,CID385173,Auto,Chickpet,Frazer Town,189,125,NA,NA,No,NA,205,Cash,10,5,3.7
01-07-2024,1.43.00 AM,CNR7156159431,Success,CID658603,Prime Plus,Shantinagar,Marathahalli,266,85,NA,NA,No,NA,738,Cash,20,3.8,3.4
08-07-2024,11.57.00 PM,CNR9155782240,Success,CID724071,Prime SUV,Banashankari,Devanahalli,63,45,NA,NA,No,NA,217,Cash,4,4.9,4.9
25-07-2024,3.08.00 AM,CNR6247095121,Success,CID618304,Auto,HSR Layout,Mysore Road,119,50,NA,NA,No,NA,217,Cash,19,3.5,4.8
01-07-2024,2.09.00 AM,CNR2779154048,Success,CID105206,Auto,Hennur,Hennur,133,145,NA,NA,No,NA,394,Cash,4,3.6,3.2
09-07-2024,5.03.00 AM,CNR7865258416,Canceled by Driver,CID941565,Prime SUV,BTM Layout,Hosur Road,NA,NA,NA,More than permitted people in there,NA,NA,948,NA,0,0,0
24-07-2024,1.57.00 AM,CNR7022469695,Success,CID353156,Mini,Ulsoor,Ramamurthy Nagar,147,100,NA,NA,No,NA,553,Cash,15,4.1,4.8
04-07-2024,11.42.00 AM,CNR7814983210,Success,CID553003,Prime Sedan,Peenya,Ulsoor,91,70,NA,NA,No,NA,930,UPI,43,3.8,4.1
23-07-2024,2.45.00 AM,CNR2502432692,Driver Not Found,CID798737,Mini,Mysore Road,Kengeri,NA,NA,NA,NA,NA,NA,753,NA,0,0,0
09-07-2024,1.01.00 AM,CNR4297020438,Canceled by Customer,CID132154,eBike,Shivajinagar,Hebbal,NA,NA,Change of plans,NA,NA,NA,473,NA,0,0,0
29-07-2024,12.23.00 AM,CNR2898581380,Driver Not Found,CID314861,Prime SUV,Majestic,Nagarbhavi,NA,NA,NA,NA,NA,NA,458,NA,0,0,0
03-07-2024,6.39.00 AM,CNR5878457606,Success,CID992357,Auto,Bannerghatta Road,MG Road,231,35,NA,NA,No,NA,1164,UPI,18,4.8,3.7
30-07-2024,6.17.00 PM,CNR9753708858,Success,CID349707,Prime Plus,Magadi Road,Hosur Road,112,140,NA,NA,Yes,Customer Demand,350,Cash,32,4.6,4.6
23-07-2024,5.55.00 PM,CNR7981405163,Success,CID638844,Bike,Electronic City,Ramamurthy Nagar,294,65,NA,NA,No,NA,491,Cash,28,4.3,3
20-07-2024,8.05.00 PM,CNR1459522677,Success,CID453698,Prime Sedan,KR Puram,Kadugodi,49,40,NA,NA,No,NA,376,Cash,36,4.5,3.4
29-07-2024,9.14.00 AM,CNR7944506445,Success,CID409821,Auto,Nagarbhavi,Richmond Town,287,30,NA,NA,No,NA,393,Cash,15,4.8,3.2
05-07-2024,4.09.00 AM,CNR3549347253,Driver Not Found,CID475934,eBike,Devanahalli,Hebbal,NA,NA,NA,NA,NA,NA,274,NA,0,0,0
11-07-2024,4.44.00 PM,CNR8422419602,Success,CID831503,Prime SUV,Magadi Road,Sahakar Nagar,224,85,NA,NA,No,NA,433,Cash,9,4.9,4.1
04-07-2024,4.15.00 AM,CNR5855634722,Success,CID189950,Prime Plus,Hebbal,Frazer Town,84,145,NA,NA,No,NA,192,Cash,21,4,4
08-07-2024,11.31.00 PM,CNR8320043637,Success,CID540732,Prime Sedan,Banashankari,Marathahalli,84,65,NA,NA,No,NA,976,Cash,10,3.7,4.4
09-07-2024,8.13.00 AM,CNR8034283783,Driver Not Found,CID310668,Prime Sedan,Koramangala,HSR Layout,NA,NA,NA,NA,NA,NA,329,NA,0,0,0
25-07-2024,4.49.00 PM,CNR3256371921,Canceled by Customer,CID485504,Prime SUV,Bannerghatta Road,Indiranagar,NA,NA,Wrong Address,NA,NA,NA,272,NA,0,0,0
19-07-2024,8.38.00 PM,CNR8022592314,Success,CID673757,Bike,Bannerghatta Road,Magadi Road,196,130,NA,NA,No,NA,340,Cash,49,4.7,4.1
06-07-2024,10.03.00 AM,CNR1440283141,Canceled by Driver,CID472749,Prime Plus,Basavanagudi,Basavanagudi,NA,NA,NA,Customer related issue,NA,NA,564,NA,0,0,0
24-07-2024,5.32.00 PM,CNR8786686268,Success,CID670567,Auto,Basavanagudi,Kadugodi,98,85,NA,NA,No,NA,745,UPI,12,4.3,4.4
10-07-2024,12.09.00 PM,CNR7641018528,Success,CID317332,Bike,JP Nagar,RT Nagar,217,55,NA,NA,No,NA,381,UPI,29,4.9,3.5
07-07-2024,9.06.00 AM,CNR6470195463,Canceled by Customer,CID428166,Prime Plus,Vijayanagar,Tumkur Road,NA,NA,Wrong Address,NA,NA,NA,413,NA,0,0,0
04-07-2024,1.49.00 PM,CNR7917159192,Success,CID250046,Mini,JP Nagar,Hebbal,301,110,NA,NA,No,NA,730,Cash,22,3.8,4.6
25-07-2024,2.07.00 AM,CNR9509424303,Success,CID796778,Prime Plus,Majestic,MG Road,175,55,NA,NA,No,NA,295,Credit Card,14,3.5,3.7
15-07-2024,5.57.00 AM,CNR8287954331,Success,CID598194,eBike,Varthur,Yeshwanthpur,252,75,NA,NA,No,NA,108,UPI,43,4.1,3.9
27-07-2024,9.42.00 AM,CNR1456183116,Canceled by Customer,CID426820,eBike,Mysore Road,Shivajinagar,NA,NA,Driver asked to cancel,NA,NA,NA,459,NA,0,0,0
02-07-2024,10.00.00 AM,CNR3291976622,Success,CID399949,Mini,Whitefield,Jayanagar,112,115,NA,NA,No,NA,254,UPI,44,3.1,4.5
19-07-2024,4.26.00 PM,CNR8127313439,Canceled by Driver,CID356015,Prime SUV,JP Nagar,Bannerghatta Road,NA,NA,NA,Customer was coughing/sick,NA,NA,494,NA,0,0,0
09-07-2024,8.47.00 PM,CNR1411493057,Success,CID985828,Mini,Malleshwaram,Hennur,147,75,NA,NA,No,NA,118,Cash,14,4.2,4.4
01-07-2024,9.47.00 AM,CNR4906896933,Canceled by Customer,CID564638,eBike,Peenya,Koramangala,NA,NA,Change of plans,NA,NA,NA,361,NA,0,0,0
28-07-2024,4.25.00 PM,CNR9098900102,Success,CID234084,eBike,Shivajinagar,Kadugodi,273,80,NA,NA,No,NA,202,Credit Card,5,3.3,4.6
20-07-2024,6.38.00 AM,CNR8778214565,Canceled by Driver,CID174110,eBike,Marathahalli,Magadi Road,NA,NA,NA,Personal & Car related issue,NA,NA,2642,NA,0,0,0
20-07-2024,1.50.00 AM,CNR9013284015,Success,CID296147,Prime Sedan,Tumkur Road,Kengeri,203,65,NA,NA,No,NA,498,UPI,3,4.6,4.4
08-07-2024,9.43.00 PM,CNR1899513439,Canceled by Customer,CID151544,Prime SUV,Whitefield,Langford Town,NA,NA,Change of plans,NA,NA,NA,240,NA,0,0,0
11-07-2024,11.22.00 AM,CNR3457246461,Success,CID293784,Mini,Frazer Town,Hebbal,161,95,NA,NA,No,NA,399,Cash,22,4.2,3.1
02-07-2024,11.35.00 PM,CNR3328257189,Canceled by Driver,CID980629,Bike,Jayanagar,Bellandur,NA,NA,NA,Customer was coughing/sick,NA,NA,303,NA,0,0,0
15-07-2024,8.55.00 AM,CNR9514979628,Success,CID620964,Bike,Varthur,Ramamurthy Nagar,91,40,NA,NA,No,NA,261,UPI,30,4.8,4.9
30-07-2024,12.47.00 AM,CNR6683059009,Success,CID704893,Prime Sedan,BTM Layout,JP Nagar,70,65,NA,NA,No,NA,340,Debit Card,23,4.9,3.2
24-07-2024,3.13.00 AM,CNR6521243972,Canceled by Customer,CID401934,Mini,Ramamurthy Nagar,Sahakar Nagar,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,662,NA,0,0,0
28-07-2024,5.43.00 AM,CNR5249945945,Success,CID945925,Prime Plus,Hulimavu,Whitefield,245,140,NA,NA,No,NA,569,Cash,44,4.5,4
28-07-2024,9.53.00 PM,CNR4959722358,Canceled by Driver,CID336152,eBike,Sarjapur Road,HSR Layout,NA,NA,NA,Customer was coughing/sick,NA,NA,185,NA,0,0,0
02-07-2024,6.13.00 AM,CNR7004499391,Canceled by Customer,CID545922,Prime SUV,KR Puram,Kengeri,NA,NA,Change of plans,NA,NA,NA,322,NA,0,0,0
22-07-2024,12.44.00 AM,CNR6185886977,Canceled by Driver,CID683200,Prime Sedan,JP Nagar,Bellandur,NA,NA,NA,Customer was coughing/sick,NA,NA,279,NA,0,0,0
08-07-2024,9.53.00 AM,CNR6190557479,Success,CID586065,eBike,Kadugodi,Langford Town,294,100,NA,NA,No,NA,468,Cash,36,3.1,3.7
26-07-2024,12.47.00 AM,CNR3718911387,Success,CID683457,Auto,Hebbal,Hebbal,35,135,NA,NA,No,NA,436,UPI,17,3.5,3.6
22-07-2024,9.42.00 PM,CNR5475627471,Success,CID330754,Bike,JP Nagar,MG Road,252,140,NA,NA,No,NA,121,Cash,14,3.6,3.1
09-07-2024,2.04.00 PM,CNR6300023142,Canceled by Driver,CID693495,Auto,Richmond Town,Nagarbhavi,NA,NA,NA,Customer related issue,NA,NA,1265,NA,0,0,0
02-07-2024,10.18.00 PM,CNR8793757122,Canceled by Driver,CID328176,Auto,Yelahanka,Malleshwaram,NA,NA,NA,Customer was coughing/sick,NA,NA,409,NA,0,0,0
02-07-2024,2.16.00 AM,CNR1931024373,Success,CID137186,Mini,Peenya,Rajarajeshwari Nagar,252,55,NA,NA,Yes,Vehicle Breakdown,303,UPI,34,5,4.8
15-07-2024,4.53.00 PM,CNR3737438536,Canceled by Driver,CID363541,Prime Sedan,MG Road,Ulsoor,NA,NA,NA,Personal & Car related issue,NA,NA,339,NA,0,0,0
07-07-2024,4.23.00 AM,CNR5549987779,Driver Not Found,CID638096,Prime Plus,Yeshwanthpur,Rajajinagar,NA,NA,NA,NA,NA,NA,119,NA,0,0,0
18-07-2024,7.31.00 AM,CNR4166236620,Canceled by Customer,CID174499,Prime SUV,Frazer Town,Devanahalli,NA,NA,Driver asked to cancel,NA,NA,NA,218,NA,0,0,0
13-07-2024,3.18.00 AM,CNR5842450029,Success,CID759414,Auto,Devanahalli,Vijayanagar,287,25,NA,NA,No,NA,429,Cash,15,3.8,4.8
15-07-2024,1.43.00 PM,CNR3086279264,Success,CID209368,Prime SUV,Koramangala,Malleshwaram,112,130,NA,NA,No,NA,158,UPI,24,3.9,4.9
11-07-2024,7.00.00 AM,CNR3092150984,Driver Not Found,CID437545,Prime SUV,BTM Layout,Nagarbhavi,NA,NA,NA,NA,NA,NA,486,NA,0,0,0
15-07-2024,8.05.00 AM,CNR5785794868,Success,CID982838,Prime Sedan,Majestic,Nagarbhavi,294,65,NA,NA,No,NA,196,UPI,44,4.7,3.3
07-07-2024,2.17.00 PM,CNR3092594393,Success,CID747844,Bike,Electronic City,Kadugodi,301,50,NA,NA,No,NA,532,UPI,1,4.5,3
11-07-2024,10.45.00 PM,CNR8736294385,Success,CID454270,eBike,MG Road,Marathahalli,203,115,NA,NA,No,NA,499,UPI,5,3.6,3.4
06-07-2024,7.13.00 PM,CNR8157928979,Canceled by Driver,CID710399,Prime Sedan,Majestic,KR Puram,NA,NA,NA,Personal & Car related issue,NA,NA,642,NA,0,0,0
19-07-2024,9.32.00 AM,CNR3416620657,Success,CID686038,Prime Sedan,RT Nagar,Banashankari,238,40,NA,NA,No,NA,1946,UPI,44,4.1,3.9
12-07-2024,11.36.00 AM,CNR3514157582,Success,CID792649,Prime Plus,Yeshwanthpur,HSR Layout,56,100,NA,NA,No,NA,435,Cash,47,4,4.8
18-07-2024,1.22.00 AM,CNR5353677897,Canceled by Customer,CID319563,Mini,Rajarajeshwari Nagar,Whitefield,NA,NA,AC is Not working,NA,NA,NA,463,NA,0,0,0
07-07-2024,4.12.00 PM,CNR7038990440,Success,CID472797,Prime Plus,KR Puram,BTM Layout,252,75,NA,NA,No,NA,100,Cash,21,3,3.3
18-07-2024,10.21.00 PM,CNR7110634082,Success,CID658725,Bike,Basavanagudi,Rajarajeshwari Nagar,168,50,NA,NA,No,NA,218,UPI,21,4.1,3.2
03-07-2024,3.29.00 PM,CNR8893814860,Success,CID912017,Mini,Peenya,Kammanahalli,98,25,NA,NA,No,NA,351,Cash,48,4,3.6
26-07-2024,11.52.00 AM,CNR7540240070,Canceled by Driver,CID324487,Mini,JP Nagar,Sarjapur Road,NA,NA,NA,Customer related issue,NA,NA,452,NA,0,0,0
30-07-2024,1.26.00 PM,CNR5370106193,Canceled by Driver,CID475279,Prime Plus,Mysore Road,Jayanagar,NA,NA,NA,Customer related issue,NA,NA,695,NA,0,0,0
09-07-2024,8.41.00 AM,CNR2246347681,Success,CID750030,Bike,Rajarajeshwari Nagar,Langford Town,196,25,NA,NA,No,NA,940,UPI,34,3.6,4.5
22-07-2024,10.22.00 PM,CNR3450602497,Success,CID817999,Auto,Mysore Road,Devanahalli,49,145,NA,NA,No,NA,2129,Credit Card,14,4.5,4.9
02-07-2024,6.24.00 AM,CNR5609417423,Canceled by Customer,CID637563,Mini,Yeshwanthpur,Richmond Town,NA,NA,Driver is not moving towards pickup location,NA,NA,NA,405,NA,0,0,0
12-07-2024,4.57.00 PM,CNR4615608754,Success,CID799545,eBike,Sahakar Nagar,Shivajinagar,280,75,NA,NA,No,NA,382,Credit Card,36,4.1,3.8
21-07-2024,5.31.00 PM,CNR6445080363,Canceled by Driver,CID184041,eBike,Hennur,Kammanahalli,NA,NA,NA,Personal & Car related issue,NA,NA,279,NA,0,0,0
28-07-2024,3.29.00 AM,CNR4002530518,Success,CID919961,Prime SUV,Kadugodi,Bannerghatta Road,147,110,NA,NA,No,NA,104,Cash,1,3.3,3.5
10-07-2024,10.31.00 AM,CNR9986843921,Canceled by Customer,CID961653,Prime Plus,Cox Town,Chamarajpet,NA,NA,Driver asked to cancel,NA,NA,NA,136,NA,0,0,0
12-07-2024,4.36.00 AM,CNR2753338754,Success,CID889387,eBike,Padmanabhanagar,Bannerghatta Road,238,140,NA,NA,No,NA,239,Credit Card,48,4.9,3.2
07-07-2024,7.38.00 AM,CNR5528674251,Canceled by Driver,CID993108,Prime SUV,Bellandur,Ramamurthy Nagar,NA,NA,NA,Personal & Car related issue,NA,NA,244,NA,0,0,0
16-07-2024,5.01.00 PM,CNR7958289091,Canceled by Driver,CID261185,Prime Sedan,Richmond Town,Vijayanagar,NA,NA,NA,Personal & Car related issue,NA,NA,225,NA,0,0,0
01-07-2024,8.47.00 AM,CNR1663305836,Driver Not Found,CID851834,eBike,Padmanabhanagar,Hennur,NA,NA,NA,NA,NA,NA,744,NA,0,0,0
18-07-2024,10.36.00 AM,CNR8719325633,Success,CID208400,Auto,Sahakar Nagar,Mysore Road,238,45,NA,NA,No,NA,843,UPI,9,4.6,3.9
17-07-2024,9.38.00 AM,CNR1685989752,Success,CID472423,eBike,Yelahanka,Hebbal,168,120,NA,NA,No,NA,168,Cash,9,4.9,3.2
05-07-2024,1.09.00 PM,CNR5480403089,Success,CID380453,Prime Plus,Yeshwanthpur,Richmond Town,217,80,NA,NA,No,NA,363,UPI,26,4.3,5
24-07-2024,6.52.00 PM,CNR5137043296,Success,CID343254,Mini,Varthur,Hennur,280,105,NA,NA,No,NA,314,Debit Card,9,3.1,4.2
19-07-2024,1.21.00 AM,CNR9477095299,Success,CID607468,Mini,Kengeri,RT Nagar,84,65,NA,NA,No,NA,247,Cash,3,4.4,5
12-07-2024,10.18.00 AM,CNR8883541278,Driver Not Found,CID465773,Mini,Sarjapur Road,Chamarajpet,NA,NA,NA,NA,NA,NA,470,NA,0,0,0
02-07-2024,12.42.00 AM,CNR3965859566,Success,CID107940,eBike,Shivajinagar,Electronic City,126,55,NA,NA,No,NA,260,Cash,38,4.7,4.7
18-07-2024,6.23.00 PM,CNR7673066991,Success,CID762232,Prime Sedan,Yeshwanthpur,Ulsoor,238,70,NA,NA,No,NA,407,Cash,27,4.1,4.9
